2024-06-25 09:06:656 INFO  HomePage :69 - Clicking on menu tab : [[[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2024-06-25 09:06:110 INFO  BuildYourOwnComputerPage :108 - Clicking on logout link[[ChromeDriver: chrome on windows (fc4631ce7e1959bc58b68e54b8f7c0ee)] -> css selector: #add-to-cart-button-1]
2024-06-25 09:06:404 INFO  BuildYourOwnComputerPage :114 - Get product successfully added text[[ChromeDriver: chrome on windows (fc4631ce7e1959bc58b68e54b8f7c0ee)] -> xpath: //p[@class='content']]
2024-06-25 09:06:810 INFO  ComputerPage :42 - Clicking on logout link[[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Desktops']]
2024-06-25 09:06:324 INFO  DesktopPage :44 - Clicking on logout link[[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1]/img[1]]
2024-06-25 09:06:415 INFO  BuildYourOwnComputerPage :54 - Select processor : [[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> css selector: #product_attribute_1]
2024-06-25 09:06:521 INFO  BuildYourOwnComputerPage :59 - select ram[[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> css selector: #product_attribute_2]
2024-06-25 09:06:624 INFO  BuildYourOwnComputerPage :73 - select hdd[[[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> name: product_attribute_3], [[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> name: product_attribute_3]]
2024-06-25 09:06:701 INFO  BuildYourOwnComputerPage :87 - select os[[[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> name: product_attribute_4], [[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> name: product_attribute_4]]
2024-06-25 09:06:762 INFO  BuildYourOwnComputerPage :104 - select checkBox[[[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> name: product_attribute_5]]
2024-06-25 09:06:840 INFO  BuildYourOwnComputerPage :108 - Clicking on logout link[[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> css selector: #add-to-cart-button-1]
2024-06-25 09:06:142 INFO  BuildYourOwnComputerPage :114 - Get product successfully added text[[ChromeDriver: chrome on windows (2e78d0ca63e45028facdc985054dc208)] -> xpath: //p[@class='content']]
2024-06-25 09:06:970 INFO  ComputerPage :42 - Clicking on logout link[[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Desktops']]
2024-06-25 09:06:509 INFO  DesktopPage :44 - Clicking on logout link[[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1]/img[1]]
2024-06-25 09:06:626 INFO  BuildYourOwnComputerPage :54 - Select processor : [[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> css selector: #product_attribute_1]
2024-06-25 09:06:723 INFO  BuildYourOwnComputerPage :59 - select ram[[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> css selector: #product_attribute_2]
2024-06-25 09:06:806 INFO  BuildYourOwnComputerPage :73 - select hdd[[[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> name: product_attribute_3], [[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> name: product_attribute_3]]
2024-06-25 09:06:874 INFO  BuildYourOwnComputerPage :87 - select os[[[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> name: product_attribute_4], [[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> name: product_attribute_4]]
2024-06-25 09:06:960 INFO  BuildYourOwnComputerPage :104 - select checkBox[[[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> name: product_attribute_5]]
2024-06-25 09:06:53 INFO  BuildYourOwnComputerPage :108 - Clicking on logout link[[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> css selector: #add-to-cart-button-1]
2024-06-25 09:06:413 INFO  BuildYourOwnComputerPage :114 - Get product successfully added text[[ChromeDriver: chrome on windows (2aa88d85713e78324cee1dca9678272b)] -> xpath: //p[@class='content']]
2024-06-25 09:06:642 INFO  HomePage :57 - Clicking on login link : [[ChromeDriver: chrome on windows (c682e9937acbcfd81de2e9568f08c9ba)] -> link text: Log in]
2024-06-25 09:06:704 INFO  LoginPage :39 - Getting text from : [[ChromeDriver: chrome on windows (c682e9937acbcfd81de2e9568f08c9ba)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2024-06-25 09:06:91 INFO  HomePage :57 - Clicking on login link : [[ChromeDriver: chrome on windows (7085b5042f1e7b7ef6786bed268dd986)] -> link text: Log in]
2024-06-25 09:06:233 INFO  LoginPage :45 - Enter email : [[ChromeDriver: chrome on windows (7085b5042f1e7b7ef6786bed268dd986)] -> id: Email]
2024-06-25 09:06:330 INFO  LoginPage :50 - Enter password : [[ChromeDriver: chrome on windows (7085b5042f1e7b7ef6786bed268dd986)] -> name: Password]
2024-06-25 09:06:670 INFO  LoginPage :55 - Click on login button : [[ChromeDriver: chrome on windows (7085b5042f1e7b7ef6786bed268dd986)] -> xpath: //button[contains(text(),'Log in')]]
2024-06-25 09:06:701 INFO  LoginPage :59 - Getting error message : [[ChromeDriver: chrome on windows (7085b5042f1e7b7ef6786bed268dd986)] -> xpath: //div[@class='message-error validation-summary-errors']]
2024-06-25 09:06:881 INFO  HomePage :57 - Clicking on login link : [[ChromeDriver: chrome on windows (4ff87a34059dddf48204b61c114d1d04)] -> link text: Log in]
2024-06-25 09:06:51 INFO  LoginPage :45 - Enter email : [[ChromeDriver: chrome on windows (4ff87a34059dddf48204b61c114d1d04)] -> id: Email]
2024-06-25 09:06:147 INFO  LoginPage :50 - Enter password : [[ChromeDriver: chrome on windows (4ff87a34059dddf48204b61c114d1d04)] -> name: Password]
2024-06-25 09:06:484 INFO  LoginPage :55 - Click on login button : [[ChromeDriver: chrome on windows (4ff87a34059dddf48204b61c114d1d04)] -> xpath: //button[contains(text(),'Log in')]]
2024-06-25 09:06:936 INFO  HomePage :57 - Clicking on login link : [[ChromeDriver: chrome on windows (f7679e9b02caac5b29601b8172dc2d93)] -> link text: Log in]
2024-06-25 09:06:126 INFO  LoginPage :45 - Enter email : [[ChromeDriver: chrome on windows (f7679e9b02caac5b29601b8172dc2d93)] -> id: Email]
2024-06-25 09:06:226 INFO  LoginPage :50 - Enter password : [[ChromeDriver: chrome on windows (f7679e9b02caac5b29601b8172dc2d93)] -> name: Password]
2024-06-25 09:06:543 INFO  LoginPage :55 - Click on login button : [[ChromeDriver: chrome on windows (f7679e9b02caac5b29601b8172dc2d93)] -> xpath: //button[contains(text(),'Log in')]]
2024-06-25 09:06:935 INFO  HomePage :62 - Clicking on register link : [[ChromeDriver: chrome on windows (6968bca6c673bbca7114a8f23e06e83f)] -> xpath: //a[contains(text(),'Register')]]
2024-06-25 09:06:996 INFO  RegisterPage :182 - Get register text[[ChromeDriver: chrome on windows (6968bca6c673bbca7114a8f23e06e83f)] -> xpath: //h1[contains(text(),'Register')]]
2024-06-25 09:06:300 INFO  HomePage :62 - Clicking on register link : [[ChromeDriver: chrome on windows (9d0be920099de74f504bdc19dd6bbc48)] -> xpath: //a[contains(text(),'Register')]]
2024-06-25 09:06:414 INFO  RegisterPage :148 - Clicking on register link[[ChromeDriver: chrome on windows (9d0be920099de74f504bdc19dd6bbc48)] -> xpath: //button[@id='register-button']]
2024-06-25 09:06:455 INFO  RegisterPage :154 - Get first name required text display[[ChromeDriver: chrome on windows (9d0be920099de74f504bdc19dd6bbc48)] -> id: FirstName-error]
2024-06-25 09:06:477 INFO  RegisterPage :161 - Get last name required text display[[ChromeDriver: chrome on windows (9d0be920099de74f504bdc19dd6bbc48)] -> id: LastName-error]
2024-06-25 09:06:504 INFO  RegisterPage :168 - Get Email required text display[[ChromeDriver: chrome on windows (9d0be920099de74f504bdc19dd6bbc48)] -> id: Email-error]
2024-06-25 09:06:531 INFO  RegisterPage :175 - Get password required text display[[ChromeDriver: chrome on windows (9d0be920099de74f504bdc19dd6bbc48)] -> id: ConfirmPassword-error]
2024-06-25 09:06:652 INFO  HomePage :62 - Clicking on register link : [[ChromeDriver: chrome on windows (7c0d6b07a3353721d947c109a330c63a)] -> xpath: //a[contains(text(),'Register')]]
2024-06-25 09:06:745 INFO  RegisterPage :141 - Clicking on female radio button[[ChromeDriver: chrome on windows (7c0d6b07a3353721d947c109a330c63a)] -> id: gender-female]
2024-06-25 09:06:843 INFO  RegisterPage :128 - Enter First Name keyur
2024-06-25 09:06:970 INFO  RegisterPage :134 - Enter Last Name patel
2024-06-25 09:06:41 INFO  RegisterPage :110 - Enter date 15
2024-06-25 09:06:108 INFO  RegisterPage :116 - Enter month July
2024-06-25 09:06:181 INFO  RegisterPage :122 - Enter year 1994
2024-06-25 09:06:353 INFO  RegisterPage :92 - Enter emailId sanganipriyankaDU9pld@gmail.com
2024-06-25 09:06:462 INFO  RegisterPage :98 - Enter password Test@1234
2024-06-25 09:06:545 INFO  RegisterPage :104 - Enter confirm password Test@1234
2024-06-25 09:06:123 INFO  RegisterPage :148 - Clicking on register link[[ChromeDriver: chrome on windows (7c0d6b07a3353721d947c109a330c63a)] -> xpath: //button[@id='register-button']]
2024-06-25 09:06:161 INFO  RegisterPage :85 - Registration complete text display[[ChromeDriver: chrome on windows (7c0d6b07a3353721d947c109a330c63a)] -> xpath: //div[@class = 'result']]
2024-06-25 09:06:142 INFO  HomePage :69 - Clicking on menu tab : [[[ChromeDriver: chrome on windows (dc72dad0ee17a026998efafbf1c5ea7c)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (dc72dad0ee17a026998efafbf1c5ea7c)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (dc72dad0ee17a026998efafbf1c5ea7c)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (dc72dad0ee17a026998efafbf1c5ea7c)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (dc72dad0ee17a026998efafbf1c5ea7c)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (dc72dad0ee17a026998efafbf1c5ea7c)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (dc72dad0ee17a026998efafbf1c5ea7c)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2024-06-25 09:06:269 INFO  ComputerPage :35 - Get computer text[[ChromeDriver: chrome on windows (dc72dad0ee17a026998efafbf1c5ea7c)] -> xpath: //h1]
2024-06-25 09:06:241 INFO  ComputerPage :42 - Clicking on logout link[[ChromeDriver: chrome on windows (045396c2173e2571c016ef77ba5cb1ab)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Desktops']]
2024-06-25 09:06:419 INFO  DesktopPage :38 - Get desktop text[[ChromeDriver: chrome on windows (045396c2173e2571c016ef77ba5cb1ab)] -> xpath: //h1]
2024-06-25 09:06:37 INFO  ComputerPage :42 - Clicking on logout link[[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Desktops']]
2024-06-25 09:06:652 INFO  DesktopPage :44 - Clicking on logout link[[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1]/img[1]]
2024-06-25 09:06:805 INFO  BuildYourOwnComputerPage :54 - Select processor : [[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> css selector: #product_attribute_1]
2024-06-25 09:06:985 INFO  BuildYourOwnComputerPage :59 - select ram[[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> css selector: #product_attribute_2]
2024-06-25 09:06:78 INFO  BuildYourOwnComputerPage :73 - select hdd[[[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> name: product_attribute_3], [[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> name: product_attribute_3]]
2024-06-25 09:06:183 INFO  BuildYourOwnComputerPage :87 - select os[[[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> name: product_attribute_4], [[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> name: product_attribute_4]]
2024-06-25 09:06:255 INFO  BuildYourOwnComputerPage :104 - select checkBox[[[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> name: product_attribute_5]]
2024-06-25 09:06:338 INFO  BuildYourOwnComputerPage :108 - Clicking on logout link[[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> css selector: #add-to-cart-button-1]
2024-06-25 09:06:618 INFO  BuildYourOwnComputerPage :114 - Get product successfully added text[[ChromeDriver: chrome on windows (0e29bd200314ee177eb842accb655a38)] -> xpath: //p[@class='content']]
2024-06-25 09:06:648 INFO  ComputerPage :42 - Clicking on logout link[[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Desktops']]
2024-06-25 09:06:168 INFO  DesktopPage :44 - Clicking on logout link[[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1]/img[1]]
2024-06-25 09:06:284 INFO  BuildYourOwnComputerPage :54 - Select processor : [[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> css selector: #product_attribute_1]
2024-06-25 09:06:390 INFO  BuildYourOwnComputerPage :59 - select ram[[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> css selector: #product_attribute_2]
2024-06-25 09:06:466 INFO  BuildYourOwnComputerPage :73 - select hdd[[[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> name: product_attribute_3], [[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> name: product_attribute_3]]
2024-06-25 09:06:552 INFO  BuildYourOwnComputerPage :87 - select os[[[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> name: product_attribute_4], [[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> name: product_attribute_4]]
2024-06-25 09:06:641 INFO  BuildYourOwnComputerPage :104 - select checkBox[[[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> name: product_attribute_5]]
2024-06-25 09:06:716 INFO  BuildYourOwnComputerPage :108 - Clicking on logout link[[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> css selector: #add-to-cart-button-1]
2024-06-25 09:06:09 INFO  BuildYourOwnComputerPage :114 - Get product successfully added text[[ChromeDriver: chrome on windows (28ead980cbc79a030c00bcc3000bad46)] -> xpath: //p[@class='content']]
2024-06-25 09:06:343 INFO  ComputerPage :42 - Clicking on logout link[[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Desktops']]
2024-06-25 09:06:487 INFO  DesktopPage :44 - Clicking on logout link[[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1]/img[1]]
2024-06-25 09:06:584 INFO  BuildYourOwnComputerPage :54 - Select processor : [[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> css selector: #product_attribute_1]
2024-06-25 09:06:682 INFO  BuildYourOwnComputerPage :59 - select ram[[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> css selector: #product_attribute_2]
2024-06-25 09:06:778 INFO  BuildYourOwnComputerPage :73 - select hdd[[[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> name: product_attribute_3], [[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> name: product_attribute_3]]
2024-06-25 09:06:854 INFO  BuildYourOwnComputerPage :87 - select os[[[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> name: product_attribute_4], [[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> name: product_attribute_4]]
2024-06-25 09:06:941 INFO  BuildYourOwnComputerPage :104 - select checkBox[[[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> name: product_attribute_5]]
2024-06-25 09:06:13 INFO  BuildYourOwnComputerPage :108 - Clicking on logout link[[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> css selector: #add-to-cart-button-1]
2024-06-25 09:06:303 INFO  BuildYourOwnComputerPage :114 - Get product successfully added text[[ChromeDriver: chrome on windows (143efb1bb866ddb20373a3e720dc347b)] -> xpath: //p[@class='content']]
2024-06-25 09:06:669 INFO  HomePage :57 - Clicking on login link : [[ChromeDriver: chrome on windows (21b06248e9cff7abfcf23636bb208af9)] -> link text: Log in]
2024-06-25 09:06:721 INFO  LoginPage :39 - Getting text from : [[ChromeDriver: chrome on windows (21b06248e9cff7abfcf23636bb208af9)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2024-06-25 09:06:630 INFO  HomePage :57 - Clicking on login link : [[ChromeDriver: chrome on windows (b92a94d444ff62ea11777f579a93f0b3)] -> link text: Log in]
2024-06-25 09:06:780 INFO  LoginPage :45 - Enter email : [[ChromeDriver: chrome on windows (b92a94d444ff62ea11777f579a93f0b3)] -> id: Email]
2024-06-25 09:06:872 INFO  LoginPage :50 - Enter password : [[ChromeDriver: chrome on windows (b92a94d444ff62ea11777f579a93f0b3)] -> name: Password]
2024-06-25 09:06:246 INFO  LoginPage :55 - Click on login button : [[ChromeDriver: chrome on windows (b92a94d444ff62ea11777f579a93f0b3)] -> xpath: //button[contains(text(),'Log in')]]
2024-06-25 09:06:274 INFO  LoginPage :59 - Getting error message : [[ChromeDriver: chrome on windows (b92a94d444ff62ea11777f579a93f0b3)] -> xpath: //div[@class='message-error validation-summary-errors']]
2024-06-25 09:06:271 INFO  HomePage :57 - Clicking on login link : [[ChromeDriver: chrome on windows (234aaab7cf84e6aef7bac0d2c82142c9)] -> link text: Log in]
2024-06-25 09:06:457 INFO  LoginPage :45 - Enter email : [[ChromeDriver: chrome on windows (234aaab7cf84e6aef7bac0d2c82142c9)] -> id: Email]
2024-06-25 09:06:550 INFO  LoginPage :50 - Enter password : [[ChromeDriver: chrome on windows (234aaab7cf84e6aef7bac0d2c82142c9)] -> name: Password]
2024-06-25 09:06:894 INFO  LoginPage :55 - Click on login button : [[ChromeDriver: chrome on windows (234aaab7cf84e6aef7bac0d2c82142c9)] -> xpath: //button[contains(text(),'Log in')]]
2024-06-25 09:06:189 INFO  HomePage :57 - Clicking on login link : [[ChromeDriver: chrome on windows (f7f4dabd58685bf312459e2c6ede4893)] -> link text: Log in]
2024-06-25 09:06:390 INFO  LoginPage :45 - Enter email : [[ChromeDriver: chrome on windows (f7f4dabd58685bf312459e2c6ede4893)] -> id: Email]
2024-06-25 09:06:496 INFO  LoginPage :50 - Enter password : [[ChromeDriver: chrome on windows (f7f4dabd58685bf312459e2c6ede4893)] -> name: Password]
2024-06-25 09:06:829 INFO  LoginPage :55 - Click on login button : [[ChromeDriver: chrome on windows (f7f4dabd58685bf312459e2c6ede4893)] -> xpath: //button[contains(text(),'Log in')]]
2024-06-25 09:06:368 INFO  HomePage :62 - Clicking on register link : [[ChromeDriver: chrome on windows (d29f3cdd0bd2f56390768f49025cf03a)] -> xpath: //a[contains(text(),'Register')]]
2024-06-25 09:06:422 INFO  RegisterPage :182 - Get register text[[ChromeDriver: chrome on windows (d29f3cdd0bd2f56390768f49025cf03a)] -> xpath: //h1[contains(text(),'Register')]]
2024-06-25 09:06:985 INFO  HomePage :62 - Clicking on register link : [[ChromeDriver: chrome on windows (0cfce1249e8ce502ec1831f93e497c70)] -> xpath: //a[contains(text(),'Register')]]
2024-06-25 09:06:95 INFO  RegisterPage :148 - Clicking on register link[[ChromeDriver: chrome on windows (0cfce1249e8ce502ec1831f93e497c70)] -> xpath: //button[@id='register-button']]
2024-06-25 09:06:139 INFO  RegisterPage :154 - Get first name required text display[[ChromeDriver: chrome on windows (0cfce1249e8ce502ec1831f93e497c70)] -> id: FirstName-error]
2024-06-25 09:06:171 INFO  RegisterPage :161 - Get last name required text display[[ChromeDriver: chrome on windows (0cfce1249e8ce502ec1831f93e497c70)] -> id: LastName-error]
2024-06-25 09:06:196 INFO  RegisterPage :168 - Get Email required text display[[ChromeDriver: chrome on windows (0cfce1249e8ce502ec1831f93e497c70)] -> id: Email-error]
2024-06-25 09:06:228 INFO  RegisterPage :175 - Get password required text display[[ChromeDriver: chrome on windows (0cfce1249e8ce502ec1831f93e497c70)] -> id: ConfirmPassword-error]
2024-06-25 09:06:872 INFO  HomePage :62 - Clicking on register link : [[ChromeDriver: chrome on windows (0b882712993c6f2536ca68bd9985351a)] -> xpath: //a[contains(text(),'Register')]]
2024-06-25 09:06:976 INFO  RegisterPage :141 - Clicking on female radio button[[ChromeDriver: chrome on windows (0b882712993c6f2536ca68bd9985351a)] -> id: gender-female]
2024-06-25 09:06:78 INFO  RegisterPage :128 - Enter First Name keyur
2024-06-25 09:06:188 INFO  RegisterPage :134 - Enter Last Name patel
2024-06-25 09:06:268 INFO  RegisterPage :110 - Enter date 15
